,FX,Gold,Gold_KRWg,DXY,Rate,Bond10,Rate_US,Bond10_US,Spread5D,M2_D,M2_US_D,CPI_D,CoreCPI_D,RealRate_D,SP500,KODEX200,Bitcoin
2019-03-23,1136.8,1311.5999755859375,47937.590697062835,91.7523,0.5,1.953,2.41,2.57,1.453,,14583.9,254.277,261.567,-1.3831863513063984,2800.7099609375,24704.818359375,4035.826416015625
2019-03-24,1136.8,1311.5999755859375,47937.590697062835,91.7523,0.5,1.953,2.41,2.57,1.453,,14585.1,254.277,261.567,-1.3831863513063984,2800.7099609375,24704.818359375,4022.168212890625
2019-03-25,1131.88,1321.9000244140625,48104.94637689614,91.6615,0.5,1.953,2.41,2.57,1.453,,14586.300000000001,254.277,261.567,-1.3831863513063984,2798.360107421875,24227.16015625,3963.070556640625
2019-03-26,1133.55,1314.300048828125,47898.94450300194,91.7957,0.5,1.953,2.41,2.57,1.453,,14587.5,254.277,261.567,-1.3831863513063984,2818.4599609375,24244.361328125,3985.080810546875
2019-03-27,1138.09,1309.9000244140625,47929.78664090537,92.0099,0.5,1.953,2.41,2.57,1.453,,14588.7,254.277,261.567,-1.3831863513063984,2805.3701171875,24240.064453125,4087.066162109375
2019-03-28,1136.65,1289.800048828125,47134.60625011617,92.1201,0.5,1.953,2.41,2.57,1.453,,14589.900000000001,254.277,261.567,-1.3831863513063984,2815.43994140625,24106.669921875,4069.107177734375
2019-03-29,1136.3,1293.0,47236.99583648142,92.0715,0.5,1.953,2.41,2.57,1.453,,14591.1,254.277,261.567,-1.3831863513063984,2834.39990234375,24248.67578125,4098.37451171875
2019-03-30,1136.3,1293.0,47236.99583648142,92.0715,0.5,1.953,2.41,2.57,1.453,,14592.300000000001,254.277,261.567,-1.3831863513063984,2834.39990234375,24248.67578125,4106.66015625
2019-03-31,1136.3,1293.0,47236.99583648142,92.0715,0.5,1.953,2.41,2.57,1.453,,14593.5,254.277,261.567,-1.3831863513063984,2834.39990234375,24248.67578125,4105.404296875
2019-04-01,1133.0,1288.4000244140625,46932.24967161679,92.1165,0.5,1.889,2.42,2.53,1.4402000000000001,,14594.7,255.233,261.997,-1.5005834702090608,2867.18994140625,24571.41796875,4158.18310546875
2019-04-02,1137.16,1290.0,47163.06524989149,92.3151,0.5,1.889,2.42,2.53,1.4274,,14598.356666666667,255.233,261.997,-1.5005834702090608,2867.239990234375,24666.087890625,4879.8779296875
2019-04-03,1134.29,1289.9000244140625,47040.38769568142,91.9455,0.5,1.889,2.42,2.53,1.4146,,14602.013333333334,255.233,261.997,-1.5005834702090608,2873.39990234375,25027.552734375,4973.02197265625
2019-04-04,1136.05,1289.0,47080.503801822946,92.2035,0.5,1.889,2.42,2.53,1.4018000000000002,,14605.67,255.233,261.997,-1.5005834702090608,2879.389892578125,25053.37109375,4922.798828125
2019-04-05,1136.87,1290.4000244140625,47165.659033729804,92.3203,0.5,1.889,2.42,2.53,1.389,,14609.326666666668,255.233,261.997,-1.5005834702090608,2892.739990234375,25100.712890625,5036.68115234375
2019-04-06,1136.87,1290.4000244140625,47165.659033729804,92.3203,0.5,1.889,2.42,2.53,1.389,,14612.983333333334,255.233,261.997,-1.5005834702090608,2892.739990234375,25100.712890625,5059.8173828125
2019-04-07,1136.87,1290.4000244140625,47165.659033729804,92.3203,0.5,1.889,2.42,2.53,1.389,,14616.640000000001,255.233,261.997,-1.5005834702090608,2892.739990234375,25100.712890625,5198.89697265625
2019-04-08,1143.25,1297.0999755859375,47676.613470786986,91.9681,0.5,1.889,2.42,2.53,1.389,,14620.296666666667,255.233,261.997,-1.5005834702090608,2895.77001953125,25040.462890625,5289.77099609375
2019-04-09,1140.25,1303.5,47786.12937450769,91.8744,0.5,1.889,2.42,2.53,1.389,,14623.953333333333,255.233,261.997,-1.5005834702090608,2878.199951171875,25083.49609375,5204.95849609375
2019-04-10,1137.26,1309.0999755859375,47865.57905814018,91.8693,0.5,1.889,2.42,2.53,1.389,,14627.61,255.233,261.997,-1.5005834702090608,2888.2099609375,25212.595703125,5324.5517578125
2019-04-11,1140.73,1288.5999755859375,47259.78266594263,92.0946,0.5,1.889,2.42,2.53,1.389,,14631.266666666666,255.233,261.997,-1.5005834702090608,2888.320068359375,25156.654296875,5064.48779296875
2019-04-12,1133.0,1290.5999755859375,47012.386784087554,91.9007,0.5,1.889,2.42,2.53,1.389,,14634.923333333334,255.233,261.997,-1.5005834702090608,2907.409912109375,25216.900390625,5089.5390625
2019-04-13,1133.0,1290.5999755859375,47012.386784087554,91.9007,0.5,1.889,2.42,2.53,1.389,,14638.58,255.233,261.997,-1.5005834702090608,2907.409912109375,25216.900390625,5096.58642578125
2019-04-14,1133.0,1290.5999755859375,47012.386784087554,91.9007,0.5,1.889,2.42,2.53,1.389,,14642.236666666668,255.233,261.997,-1.5005834702090608,2907.409912109375,25216.900390625,5167.72216796875
2019-04-15,1133.6,1286.800048828125,46898.79066187285,91.9739,0.5,1.889,2.42,2.53,1.389,,14645.893333333333,255.233,261.997,-1.5005834702090608,2905.580078125,25320.17578125,5067.1083984375
2019-04-16,1136.13,1272.5999755859375,46484.7689251194,92.0063,0.5,1.889,2.42,2.53,1.389,,14649.55,255.233,261.997,-1.5005834702090608,2907.06005859375,25419.15625,5235.5595703125
2019-04-17,1131.7,1272.199951171875,46288.960558818486,92.015,0.5,1.889,2.42,2.53,1.389,,14653.206666666667,255.233,261.997,-1.5005834702090608,2900.449951171875,25401.94140625,5251.93798828125
2019-04-18,1136.2,1271.9000244140625,46462.06400370562,92.3006,0.5,1.889,2.42,2.53,1.389,,14656.863333333333,255.233,261.997,-1.5005834702090608,2905.030029296875,24997.431640625,5298.3857421875
2019-04-19,1135.4,1271.9000244140625,46462.06400370562,92.3041,0.5,1.889,2.42,2.53,1.389,,14660.52,255.233,261.997,-1.5005834702090608,2905.030029296875,25001.734375,5303.8125
2019-04-20,1135.4,1271.9000244140625,46462.06400370562,92.3041,0.5,1.889,2.42,2.53,1.389,,14664.176666666666,255.233,261.997,-1.5005834702090608,2905.030029296875,25001.734375,5337.88623046875
2019-04-21,1135.4,1271.9000244140625,46462.06400370562,92.3041,0.5,1.889,2.42,2.53,1.389,,14667.833333333334,255.233,261.997,-1.5005834702090608,2905.030029296875,25001.734375,5314.53125
2019-04-22,1140.52,1273.5,46697.388396804214,92.2251,0.5,1.889,2.42,2.53,1.389,,14671.49,255.233,261.997,-1.5005834702090608,2907.969970703125,25006.041015625,5399.365234375
2019-04-23,1143.22,1269.300048828125,46653.566377458774,92.5672,0.5,1.889,2.42,2.53,1.389,,14675.146666666667,255.233,261.997,-1.5005834702090608,2933.679931640625,25049.07421875,5572.3623046875
2019-04-24,1155.65,1275.5,47391.18025302619,92.7265,0.5,1.889,2.42,2.53,1.389,,14678.803333333333,255.233,261.997,-1.5005834702090608,2927.25,24777.96875,5464.86669921875
2019-04-25,1160.15,1275.800048828125,47586.9090825132,92.9863,0.5,1.889,2.42,2.53,1.389,,14682.46,255.233,261.997,-1.5005834702090608,2926.169921875,24739.244140625,5210.515625
2019-04-26,1158.1,1284.9000244140625,47841.648633559744,92.8366,0.5,1.889,2.42,2.53,1.389,,14686.116666666667,255.233,261.997,-1.5005834702090608,2939.8798828125,24592.931640625,5279.34814453125
2019-04-27,1158.1,1284.9000244140625,47841.648633559744,92.8366,0.5,1.889,2.42,2.53,1.389,,14689.773333333333,255.233,261.997,-1.5005834702090608,2939.8798828125,24592.931640625,5268.291015625
2019-04-28,1158.1,1284.9000244140625,47841.648633559744,92.8366,0.5,1.889,2.42,2.53,1.389,,14693.43,255.233,261.997,-1.5005834702090608,2939.8798828125,24592.931640625,5285.13916015625
2019-04-29,1160.0,1278.5999755859375,47685.17921390478,92.8104,0.5,1.889,2.42,2.53,1.389,,14697.086666666666,255.233,261.997,-1.5005834702090608,2943.030029296875,25087.240234375,5247.3525390625
2019-04-30,1165.1,1282.800048828125,48052.15930328253,92.5432,0.5,1.889,2.42,2.53,1.389,,14700.743333333334,255.233,261.997,-1.5005834702090608,2945.830078125,24929.76171875,5350.7265625
2019-05-01,1161.61,1281.4000244140625,47855.93526000672,92.284,0.5,1.828,2.39,2.4,1.3768,,14704.4,255.296,262.217,-1.2959105553606136,2923.72998046875,24929.76171875,5402.697265625
2019-05-02,1166.62,1269.699951171875,47623.49436674755,92.6881,0.5,1.828,2.39,2.4,1.3646,,14707.574193548387,255.296,262.217,-1.2959105553606136,2917.52001953125,25039.123046875,5505.28369140625
2019-05-03,1165.95,1279.199951171875,47952.26206275332,92.5139,0.5,1.828,2.39,2.4,1.3524,,14710.748387096774,255.296,262.217,-1.2959105553606136,2945.639892578125,24816.025390625,5768.28955078125
2019-05-04,1165.95,1279.199951171875,47952.26206275332,92.5139,0.5,1.828,2.39,2.4,1.3402,,14713.922580645161,255.296,262.217,-1.2959105553606136,2945.639892578125,24816.025390625,5831.16748046875
2019-05-05,1165.95,1279.199951171875,47952.26206275332,92.5139,0.5,1.828,2.39,2.4,1.328,,14717.096774193547,255.296,262.217,-1.2959105553606136,2945.639892578125,24816.025390625,5795.70849609375
2019-05-06,1169.2,1281.699951171875,48179.90203385974,92.5022,0.5,1.828,2.39,2.4,1.328,,14720.270967741935,255.296,262.217,-1.2959105553606136,2932.469970703125,24816.025390625,5746.80712890625
2019-05-07,1172.5,1283.5,48383.74298712364,92.5916,0.5,1.828,2.39,2.4,1.328,,14723.445161290321,255.296,262.217,-1.2959105553606136,2884.050048828125,24619.1796875,5829.50146484375
2019-05-08,1170.2,1279.4000244140625,48134.57998518932,92.4504,0.5,1.828,2.39,2.4,1.328,,14726.61935483871,255.296,262.217,-1.2959105553606136,2879.419921875,24505.44140625,5982.45751953125
2019-05-09,1183.1,1283.5,48821.156782998696,92.3633,0.5,1.828,2.39,2.4,1.328,,14729.793548387097,255.296,262.217,-1.2959105553606136,2870.719970703125,23788.04296875,6174.52880859375
2019-05-10,1176.62,1285.699951171875,48636.97900711661,92.1684,0.5,1.828,2.39,2.4,1.328,,14732.967741935483,255.296,262.217,-1.2959105553606136,2881.39990234375,23831.78125,6378.84912109375
2019-05-11,1176.62,1285.699951171875,48636.97900711661,92.1684,0.5,1.828,2.39,2.4,1.328,,14736.14193548387,255.296,262.217,-1.2959105553606136,2881.39990234375,23831.78125,7204.771484375
2019-05-12,1176.62,1285.699951171875,48636.97900711661,92.1684,0.5,1.828,2.39,2.4,1.328,,14739.316129032257,255.296,262.217,-1.2959105553606136,2881.39990234375,23831.78125,6972.37158203125
2019-05-13,1186.94,1300.0999755859375,49613.08743459651,92.2651,0.5,1.828,2.39,2.4,1.328,,14742.490322580645,255.296,262.217,-1.2959105553606136,2811.8701171875,23551.82421875,7814.9150390625
2019-05-14,1186.94,1294.699951171875,49407.01721812482,92.4445,0.5,1.828,2.39,2.4,1.328,,14745.664516129033,255.296,262.217,-1.2959105553606136,2834.409912109375,23508.078125,7994.416015625
2019-05-15,1188.74,1296.300048828125,49543.09708051973,92.3925,0.5,1.828,2.39,2.4,1.328,,14748.838709677419,255.296,262.217,-1.2959105553606136,2850.9599609375,23617.435546875,8205.16796875
2019-05-16,1190.52,1285.0,49184.76055749353,92.5915,0.5,1.828,2.39,2.4,1.328,,14752.012903225806,255.296,262.217,-1.2959105553606136,2876.320068359375,23284.984375,7884.9091796875
2019-05-17,1195.07,1274.5,48969.3029723343,92.7843,0.5,1.828,2.39,2.4,1.328,,14755.187096774192,255.296,262.217,-1.2959105553606136,2859.530029296875,23131.880859375,7343.8955078125
2019-05-18,1195.07,1274.5,48969.3029723343,92.7843,0.5,1.828,2.39,2.4,1.328,,14758.36129032258,255.296,262.217,-1.2959105553606136,2859.530029296875,23131.880859375,7271.2080078125
2019-05-19,1195.07,1274.5,48969.3029723343,92.7843,0.5,1.828,2.39,2.4,1.328,,14761.535483870966,255.296,262.217,-1.2959105553606136,2859.530029296875,23131.880859375,8197.689453125
2019-05-20,1193.81,1276.0999755859375,48979.08312100722,92.6728,0.5,1.828,2.39,2.4,1.328,,14764.709677419354,255.296,262.217,-1.2959105553606136,2840.22998046875,23193.119140625,7978.30908203125
2019-05-21,1194.31,1272.0,48842.16631568794,92.7869,0.5,1.828,2.39,2.4,1.328,,14767.883870967742,255.296,262.217,-1.2959105553606136,2864.360107421875,23306.853515625,7963.32763671875
2019-05-22,1194.36,1273.5999755859375,48905.64942340316,92.77,0.5,1.828,2.39,2.4,1.328,,14771.058064516128,255.296,262.217,-1.2959105553606136,2856.27001953125,23359.34375,7680.06640625
2019-05-23,1189.31,1284.800048828125,49127.12543835187,92.705,0.5,1.828,2.39,2.4,1.328,,14774.232258064516,255.296,262.217,-1.2959105553606136,2822.239990234375,23328.7265625,7881.8466796875
2019-05-24,1186.2,1283.0,48930.011091999295,92.5183,0.5,1.828,2.39,2.4,1.328,,14777.406451612902,255.296,262.217,-1.2959105553606136,2826.06005859375,23158.123046875,7987.37158203125
2019-05-25,1186.2,1283.0,48930.011091999295,92.5183,0.5,1.828,2.39,2.4,1.328,,14780.58064516129,255.296,262.217,-1.2959105553606136,2826.06005859375,23158.123046875,8052.5439453125
2019-05-26,1186.2,1283.0,48930.011091999295,92.5183,0.5,1.828,2.39,2.4,1.328,,14783.754838709678,255.296,262.217,-1.2959105553606136,2826.06005859375,23158.123046875,8673.2158203125
2019-05-27,1186.2,1283.0,48930.011091999295,92.5183,0.5,1.828,2.39,2.4,1.328,,14786.929032258064,255.296,262.217,-1.2959105553606136,2826.06005859375,23175.619140625,8805.7783203125
2019-05-28,1186.66,1276.5,48700.997958429114,92.6803,0.5,1.828,2.39,2.4,1.328,,14790.103225806452,255.296,262.217,-1.2959105553606136,2802.389892578125,23210.615234375,8719.9619140625
2019-05-29,1186.66,1280.5999755859375,48857.42013049363,92.9174,0.5,1.828,2.39,2.4,1.328,,14793.277419354838,255.296,262.217,-1.2959105553606136,2783.02001953125,22895.66015625,8659.4873046875
2019-05-30,1189.14,1287.0999755859375,49208.03333927892,92.9178,0.5,1.828,2.39,2.4,1.328,,14796.451612903225,255.296,262.217,-1.2959105553606136,2788.860107421875,23105.6328125,8319.47265625
2019-05-31,1190.5,1305.800048828125,49980.06520584123,92.7575,0.5,1.828,2.39,2.4,1.328,,14799.625806451611,255.296,262.217,-1.2959105553606136,2752.06005859375,23066.265625,8574.501953125
2019-06-01,1190.5,1305.800048828125,49980.06520584123,92.7575,0.5,1.618,2.38,2.07,1.286,,14802.8,255.213,262.739,-1.171194894390049,2752.06005859375,23066.265625,8564.0166015625
2019-06-02,1190.5,1305.800048828125,49980.06520584123,92.7575,0.5,1.618,2.38,2.07,1.2440000000000002,,14805.599999999999,255.213,262.739,-1.171194894390049,2752.06005859375,23066.265625,8742.9580078125
2019-06-03,1180.97,1322.699951171875,50221.64583842491,92.4025,0.5,1.618,2.38,2.07,1.2020000000000002,,14808.4,255.213,262.739,-1.171194894390049,2744.449951171875,23446.833984375,8208.9951171875
2019-06-04,1180.58,1323.4000244140625,50231.63312240596,92.119,0.5,1.618,2.38,2.07,1.1600000000000001,,14811.199999999999,255.213,262.739,-1.171194894390049,2803.27001953125,23403.091796875,7707.77099609375
2019-06-05,1178.24,1328.300048828125,50317.68931249699,92.0448,0.5,1.618,2.38,2.07,1.118,,14814.0,255.213,262.739,-1.171194894390049,2826.14990234375,23429.337890625,7824.2314453125
2019-06-06,1179.51,1337.5999755859375,50724.598427937985,91.7718,0.5,1.618,2.38,2.07,1.118,,14816.8,255.213,262.739,-1.171194894390049,2843.489990234375,23429.337890625,7822.0234375
2019-06-07,1181.27,1341.199951171875,50937.009221495995,91.4864,0.5,1.618,2.38,2.07,1.118,,14819.599999999999,255.213,262.739,-1.171194894390049,2873.340087890625,23438.08984375,8043.951171875
2019-06-08,1181.27,1341.199951171875,50937.009221495995,91.4864,0.5,1.618,2.38,2.07,1.118,,14822.4,255.213,262.739,-1.171194894390049,2873.340087890625,23438.08984375,7954.1279296875
2019-06-09,1181.27,1341.199951171875,50937.009221495995,91.4864,0.5,1.618,2.38,2.07,1.118,,14825.199999999999,255.213,262.739,-1.171194894390049,2873.340087890625,23438.08984375,7688.0771484375
2019-06-10,1185.01,1324.699951171875,50469.647761126034,91.5865,0.5,1.618,2.38,2.07,1.118,,14828.0,255.213,262.739,-1.171194894390049,2886.72998046875,23779.2890625,8000.32958984375
2019-06-11,1178.88,1326.4000244140625,50273.00659994053,91.6213,0.5,1.618,2.38,2.07,1.118,,14830.8,255.213,262.739,-1.171194894390049,2885.719970703125,23914.8984375,7927.71435546875
2019-06-12,1182.82,1331.9000244140625,50650.183640987074,91.6749,0.5,1.618,2.38,2.07,1.118,,14833.599999999999,255.213,262.739,-1.171194894390049,2879.840087890625,23831.78125,8145.857421875
2019-06-13,1183.23,1339.199951171875,50945.44209574799,91.878,0.5,1.618,2.38,2.07,1.118,,14836.4,255.213,262.739,-1.171194894390049,2891.639892578125,23634.9375,8230.923828125
2019-06-14,1184.7,1340.0999755859375,51043.015772394116,92.2459,0.5,1.618,2.38,2.07,1.118,,14839.199999999999,255.213,262.739,-1.171194894390049,2886.97998046875,23630.560546875,8693.8330078125
2019-06-15,1184.7,1340.0999755859375,51043.015772394116,92.2459,0.5,1.618,2.38,2.07,1.118,,14842.0,255.213,262.739,-1.171194894390049,2886.97998046875,23630.560546875,8838.375
2019-06-16,1184.7,1340.0999755859375,51043.015772394116,92.2459,0.5,1.618,2.38,2.07,1.118,,14844.8,255.213,262.739,-1.171194894390049,2886.97998046875,23630.560546875,8994.48828125
2019-06-17,1186.53,1338.699951171875,51068.45380950584,92.251,0.5,1.618,2.38,2.07,1.118,,14847.599999999999,255.213,262.739,-1.171194894390049,2889.669921875,23643.681640625,9320.3525390625
2019-06-18,1185.37,1346.5999755859375,51319.601107923634,92.3749,0.5,1.618,2.38,2.07,1.118,,14850.4,255.213,262.739,-1.171194894390049,2917.75,23761.791015625,9081.7626953125
2019-06-19,1185.37,1344.5999755859375,51243.380103856565,92.1848,0.5,1.618,2.38,2.07,1.118,,14853.199999999999,255.213,262.739,-1.171194894390049,2926.4599609375,24059.25,9273.521484375
2019-06-20,1159.05,1392.9000244140625,51905.43743620876,91.4142,0.5,1.618,2.38,2.07,1.118,,14856.0,255.213,262.739,-1.171194894390049,2954.179931640625,24142.365234375,9527.16015625
2019-06-21,1163.25,1396.199951171875,52216.939997128415,91.271,0.5,1.618,2.38,2.07,1.118,,14858.8,255.213,262.739,-1.171194894390049,2950.4599609375,24076.751953125,10144.556640625
2019-06-22,1163.25,1396.199951171875,52216.939997128415,91.271,0.5,1.618,2.38,2.07,1.118,,14861.599999999999,255.213,262.739,-1.171194894390049,2950.4599609375,24076.751953125,10701.69140625
2019-06-23,1163.25,1396.199951171875,52216.939997128415,91.271,0.5,1.618,2.38,2.07,1.118,,14864.4,255.213,262.739,-1.171194894390049,2950.4599609375,24076.751953125,10855.37109375
2019-06-24,1156.14,1414.300048828125,52570.57432289448,90.9225,0.5,1.618,2.38,2.07,1.118,,14867.199999999999,255.213,262.739,-1.171194894390049,2945.35009765625,24116.115234375,11011.1025390625
2019-06-25,1155.97,1414.9000244140625,52585.142547363605,90.8253,0.5,1.618,2.38,2.07,1.118,,14870.0,255.213,262.739,-1.171194894390049,2917.3798828125,24081.12890625,11790.9169921875
2019-06-26,1156.36,1411.5999755859375,52480.195083143524,90.824,0.5,1.618,2.38,2.07,1.118,,14872.8,255.213,262.739,-1.171194894390049,2913.780029296875,24107.3671875,13016.2314453125
2019-06-27,1157.86,1408.4000244140625,52429.14952555391,90.9211,0.5,1.618,2.38,2.07,1.118,,14875.599999999999,255.213,262.739,-1.171194894390049,2924.919921875,24400.455078125,11182.806640625
2019-06-28,1154.58,1409.699951171875,52328.88162502687,90.8599,0.5,1.618,2.38,2.07,1.118,,14878.4,255.213,262.739,-1.171194894390049,2941.760009765625,24339.216796875,12407.33203125
2019-06-29,1154.58,1409.699951171875,52328.88162502687,90.8599,0.5,1.618,2.38,2.07,1.118,,14881.199999999999,255.213,262.739,-1.171194894390049,2941.760009765625,24339.216796875,11959.37109375
2019-06-30,1154.58,1409.699951171875,52328.88162502687,90.8599,0.5,1.618,2.38,2.07,1.118,,14884.0,255.213,262.739,-1.171194894390049,2941.760009765625,24339.216796875,10817.1552734375
2019-07-01,1158.5,1385.5999755859375,51608.904840815616,91.32,0.5,1.506,2.4,2.06,1.0956000000000001,,14886.8,255.802,263.28,-1.326331335037068,2964.330078125,24343.58984375,10583.134765625
2019-07-02,1166.31,1404.5999755859375,52669.28151255115,91.2829,0.5,1.506,2.4,2.06,1.0732,,14889.625806451611,255.802,263.28,-1.326331335037068,2973.010009765625,24207.984375,10801.677734375
2019-07-03,1171.14,1417.699951171875,53380.65236437796,91.2641,0.5,1.506,2.4,2.06,1.0508,,14892.451612903225,255.802,263.28,-1.326331335037068,2995.820068359375,23897.404296875,11961.26953125
2019-07-04,1171.14,1417.699951171875,53380.65236437796,91.2641,0.5,1.506,2.4,2.06,1.0284,,14895.277419354838,255.802,263.28,-1.326331335037068,2995.820068359375,24098.623046875,11215.4375
2019-07-05,1170.26,1396.699951171875,52550.42309895666,91.7259,0.5,1.506,2.4,2.06,1.006,,14898.103225806452,255.802,263.28,-1.326331335037068,2990.409912109375,24063.62890625,10978.4599609375
2019-07-06,1170.26,1396.699951171875,52550.42309895666,91.7259,0.5,1.506,2.4,2.06,1.006,,14900.929032258064,255.802,263.28,-1.326331335037068,2990.409912109375,24063.62890625,11208.55078125
2019-07-07,1170.26,1396.699951171875,52550.42309895666,91.7259,0.5,1.506,2.4,2.06,1.006,,14903.754838709678,255.802,263.28,-1.326331335037068,2990.409912109375,24063.62890625,11450.8466796875
2019-07-08,1181.31,1397.0,53058.0182294597,91.747,0.5,1.506,2.4,2.06,1.006,,14906.58064516129,255.802,263.28,-1.326331335037068,2975.949951171875,23560.5703125,12285.9580078125
2019-07-09,1180.2,1397.5,53027.13520986384,91.8509,0.5,1.506,2.4,2.06,1.006,,14909.406451612902,255.802,263.28,-1.326331335037068,2979.6298828125,23512.44921875,12573.8125
2019-07-10,1181.58,1410.0999755859375,53567.79555846872,91.5333,0.5,1.506,2.4,2.06,1.006,,14912.232258064516,255.802,263.28,-1.326331335037068,2993.070068359375,23599.947265625,12156.5126953125
2019-07-11,1173.35,1404.300048828125,52975.88574573537,91.4185,0.5,1.506,2.4,2.06,1.006,,14915.058064516128,255.802,263.28,-1.326331335037068,2999.909912109375,23888.650390625,11358.662109375
2019-07-12,1178.71,1409.9000244140625,53430.104579134175,91.3169,0.5,1.506,2.4,2.06,1.006,,14917.883870967742,255.802,263.28,-1.326331335037068,3013.77001953125,23941.1484375,11815.986328125
2019-07-13,1178.71,1409.9000244140625,53430.104579134175,91.3169,0.5,1.506,2.4,2.06,1.006,,14920.709677419354,255.802,263.28,-1.326331335037068,3013.77001953125,23941.1484375,11392.37890625
2019-07-14,1178.71,1409.9000244140625,53430.104579134175,91.3169,0.5,1.506,2.4,2.06,1.006,,14923.535483870966,255.802,263.28,-1.326331335037068,3013.77001953125,23941.1484375,10256.05859375
2019-07-15,1179.04,1411.4000244140625,53501.92373157864,91.2781,0.5,1.506,2.4,2.06,1.006,,14926.36129032258,255.802,263.28,-1.326331335037068,3014.300048828125,23928.01953125,10895.08984375
2019-07-16,1177.31,1409.199951171875,53340.14482338515,91.6052,0.5,1.506,2.4,2.06,1.006,,14929.187096774192,255.802,263.28,-1.326331335037068,3004.0400390625,24033.00390625,9477.6416015625
2019-07-17,1181.09,1421.300048828125,53970.88027618789,91.4723,0.5,1.506,2.4,2.06,1.006,,14932.012903225806,255.802,263.28,-1.326331335037068,2984.419921875,23818.662109375,9693.802734375
2019-07-18,1178.29,1426.0999755859375,54024.76699513412,91.4877,0.5,1.506,2.4,2.06,1.006,,14934.838709677419,255.802,263.28,-1.326331335037068,2995.110107421875,23766.169921875,10666.482421875
2019-07-19,1173.92,1425.0999755859375,53786.65948654794,91.4838,0.5,1.506,2.4,2.06,1.006,,14937.664516129033,255.802,263.28,-1.326331335037068,2976.610107421875,24098.623046875,10530.732421875
2019-07-20,1173.92,1425.0999755859375,53786.65948654794,91.4838,0.5,1.506,2.4,2.06,1.006,,14940.490322580645,255.802,263.28,-1.326331335037068,2976.610107421875,24098.623046875,10767.1396484375
2019-07-21,1173.92,1425.0999755859375,53786.65948654794,91.4838,0.5,1.506,2.4,2.06,1.006,,14943.316129032257,255.802,263.28,-1.326331335037068,2976.610107421875,24098.623046875,10599.10546875
2019-07-22,1178.17,1425.300048828125,53988.96453864781,91.6017,0.5,1.506,2.4,2.06,1.006,,14946.14193548387,255.802,263.28,-1.326331335037068,2985.030029296875,24089.876953125,10343.1064453125
2019-07-23,1178.72,1420.0999755859375,53817.10235898392,91.9096,0.5,1.506,2.4,2.06,1.006,,14948.967741935483,255.802,263.28,-1.326331335037068,3005.469970703125,24207.984375,9900.767578125
2019-07-24,1177.54,1422.800048828125,53865.44824528012,91.9281,0.5,1.506,2.4,2.06,1.006,,14951.793548387097,255.802,263.28,-1.326331335037068,3019.56005859375,23976.138671875,9811.92578125
2019-07-25,1181.17,1413.9000244140625,53693.516544348975,92.0118,0.5,1.506,2.4,2.06,1.006,,14954.61935483871,255.802,263.28,-1.326331335037068,3003.669921875,23932.396484375,9911.841796875
2019-07-26,1184.51,1418.5,54020.52614657515,92.3149,0.5,1.506,2.4,2.06,1.006,,14957.445161290321,255.802,263.28,-1.326331335037068,3025.860107421875,23879.900390625,9870.3037109375
2019-07-27,1184.51,1418.5,54020.52614657515,92.3149,0.5,1.506,2.4,2.06,1.006,,14960.270967741935,255.802,263.28,-1.326331335037068,3025.860107421875,23879.900390625,9477.677734375
2019-07-28,1184.51,1418.5,54020.52614657515,92.3149,0.5,1.506,2.4,2.06,1.006,,14963.096774193547,255.802,263.28,-1.326331335037068,3025.860107421875,23879.900390625,9552.8603515625
2019-07-29,1183.36,1419.5999755859375,54009.929014721005,92.2823,0.5,1.506,2.4,2.06,1.006,,14965.922580645161,255.802,263.28,-1.326331335037068,3020.969970703125,23560.5703125,9519.1455078125
2019-07-30,1181.94,1429.699951171875,54328.919905736846,92.3487,0.5,1.506,2.4,2.06,1.006,,14968.748387096774,255.802,263.28,-1.326331335037068,3013.179931640625,23621.947265625,9607.423828125
2019-07-31,1182.74,1426.0999755859375,54228.800139036175,92.2976,0.5,1.506,2.4,2.06,1.006,,14971.574193548387,255.802,263.28,-1.326331335037068,2980.3798828125,23385.201171875,10085.6279296875
2019-08-01,1187.0,1420.9000244140625,54225.676498769986,92.682,0.5,1.254,2.13,1.63,0.9556000000000001,,14974.4,256.036,263.877,-1.2376412106666406,2953.56005859375,23358.896484375,10399.6689453125
2019-08-02,1196.59,1445.5999755859375,55614.013689339685,92.3013,0.5,1.254,2.13,1.63,0.9052,,14976.741935483871,256.036,263.877,-1.2376412106666406,2932.050048828125,23095.845703125,10518.1748046875
2019-08-03,1196.59,1445.5999755859375,55614.013689339685,92.3013,0.5,1.254,2.13,1.63,0.8548,,14979.083870967741,256.036,263.877,-1.2376412106666406,2932.050048828125,23095.845703125,10821.7265625
2019-08-04,1196.59,1445.5999755859375,55614.013689339685,92.3013,0.5,1.254,2.13,1.63,0.8044,,14981.425806451613,256.036,263.877,-1.2376412106666406,2932.050048828125,23095.845703125,10970.1845703125
2019-08-05,1215.5,1464.5999755859375,57235.400206558974,91.8377,0.5,1.254,2.13,1.63,0.754,,14983.767741935484,256.036,263.877,-1.2376412106666406,2844.739990234375,22596.0546875,11805.6533203125
2019-08-06,1214.83,1472.4000244140625,57508.50295493869,92.0435,0.5,1.254,2.13,1.63,0.754,,14986.109677419354,256.036,263.877,-1.2376412106666406,2881.77001953125,22280.392578125,11478.1689453125
